,Cluster,Num_Constituents,Total_Mass,Total_Charge,Sum_Radii
540,Frame46_Cluster0,586,586000,0,439.5
541,Frame46_Cluster1,433,433000,0,324.75
542,Frame46_Cluster2,414,414000,0,310.5
543,Frame46_Cluster3,389,389000,0,291.75
544,Frame46_Cluster4,352,352000,0,264.0
545,Frame46_Cluster5,313,313000,0,234.75
546,Frame46_Cluster6,292,292000,0,219.0
547,Frame46_Cluster7,244,244000,0,183.0
548,Frame46_Cluster8,241,241000,0,180.75
549,Frame46_Cluster9,207,207000,0,155.25
550,Frame46_Cluster10,206,206000,0,154.5
551,Frame46_Cluster11,138,138000,0,103.5
552,Frame47_Cluster0,586,586000,0,439.5
553,Frame47_Cluster1,433,433000,0,324.75
554,Frame47_Cluster2,414,414000,0,310.5
555,Frame47_Cluster3,389,389000,0,291.75
556,Frame47_Cluster4,352,352000,0,264.0
557,Frame47_Cluster5,313,313000,0,234.75
558,Frame47_Cluster6,292,292000,0,219.0
559,Frame47_Cluster7,244,244000,0,183.0
560,Frame47_Cluster8,241,241000,0,180.75
561,Frame47_Cluster9,207,207000,0,155.25
562,Frame47_Cluster10,206,206000,0,154.5
563,Frame47_Cluster11,138,138000,0,103.5
564,Frame48_Cluster0,586,586000,0,439.5
565,Frame48_Cluster1,433,433000,0,324.75
566,Frame48_Cluster2,414,414000,0,310.5
567,Frame48_Cluster3,389,389000,0,291.75
568,Frame48_Cluster4,352,352000,0,264.0
569,Frame48_Cluster5,313,313000,0,234.75
570,Frame48_Cluster6,291,291000,0,218.25
571,Frame48_Cluster7,244,244000,0,183.0
