Time [ps],Potential Energy [kJ/mol],Kinetic Energy [kJ/mol],Total Energy [kJ/mol]
215800.0,-602872.9112126649,64421.554864834594,-538451.3563478303
215900.0,-602592.6596403137,64108.931616507885,-538483.7280238058
216000.0,-602369.9728749499,64120.63108266383,-538249.3417922861
216100.0,-603134.8734670524,64763.02321492041,-538371.8502521319
216200.0,-602447.3950563967,64544.32187496775,-537903.073181429
216300.0,-602629.0094181907,64222.934969322225,-538406.0744488685
216400.0,-602971.8817700328,64043.74265212922,-538928.1391179035
216500.0,-602801.2981498637,64740.930410758076,-538060.3677391056
216600.0,-603134.4814667767,64366.518329634,-538767.9631371427
216700.0,-603062.7424442131,64392.61761413617,-538670.1248300769
216800.0,-602973.9351724399,64039.23179756396,-538934.703374876
216900.0,-602627.5083368737,63709.963372325496,-538917.5449645482
217000.0,-603101.5770838317,64396.80694616819,-538704.7701376635
217100.0,-603087.1673028101,64303.78881227221,-538783.3784905379
217200.0,-602744.927267536,64246.1571713958,-538498.7700961402
217300.0,-603206.0709250076,63957.096437475724,-539248.9744875318
217400.0,-602953.2827103597,64757.33092512813,-538195.9517852315
217500.0,-602656.4581618108,64395.328303220995,-538261.1298585897
217600.0,-602585.7545200712,64428.04979027153,-538157.7047297996
217700.0,-603295.6749093288,64087.29567361687,-539208.3792357119
217800.0,-602967.5403633761,64501.82021087923,-538465.720152497
217900.0,-602931.3246490285,64193.536436273236,-538737.7882127552
218000.0,-602763.8973434349,64355.02312376481,-538408.8742196701
218100.0,-603044.2747816199,64206.68991185452,-538837.5848697653
218200.0,-604116.8671429057,64411.13328781894,-539705.7338550867
218300.0,-603762.8701771639,64090.874245556246,-539671.9959316077
218400.0,-603225.5572442042,64159.80920190347,-539065.7480423008
218500.0,-603270.8118200968,63887.11678029429,-539383.6950398025
218600.0,-604057.0466791136,63908.322059918675,-540148.724619195
218700.0,-603600.4172533941,64421.65751518762,-539178.7597382065
218800.0,-603246.5215604323,64199.27046528187,-539047.2510951504
218900.0,-603682.1467002799,63830.27772304315,-539851.8689772368
219000.0,-603077.5674781578,63880.26130859166,-539197.3061695661
219100.0,-603235.6073586867,64250.09671813763,-538985.5106405491
219200.0,-603802.3489398941,64144.79547639372,-539657.5534635003
219300.0,-603848.3622074397,64243.76559105959,-539604.5966163801
219400.0,-603980.7997176284,64115.93475209511,-539864.8649655333
219500.0,-603322.6248403854,64211.50623959568,-539111.1186007897
219600.0,-604425.8891531451,64355.72139996204,-540070.167753183
219700.0,-603714.1438518763,64367.94368128941,-539346.2001705868
219800.0,-604185.2393229646,64036.45172610546,-540148.7875968592
219900.0,-604409.8266878389,64049.7632788634,-540360.0634089755
220000.0,-604095.0478779259,63930.20105945435,-540164.8468184716
220100.0,-605019.4337605957,64176.4531438109,-540842.9806167849
220200.0,-604541.5283500543,64265.3178979362,-540276.2104521181
220300.0,-605033.2359073554,64314.368140543214,-540718.8677668122
220400.0,-604013.5993762976,64238.29616893733,-539775.3032073602
220500.0,-604770.6603390615,63851.00848798947,-540919.6518510721
220600.0,-605018.2924411418,64146.581690751686,-540871.7107503901
220700.0,-604989.8233259551,64189.18299094342,-540800.6403350116
220800.0,-604710.3543902499,64647.56963456639,-540062.7847556835
220900.0,-604810.6040672252,63980.68295252015,-540829.921114705
221000.0,-604722.01304263,64026.63155414113,-540695.3814884889
221100.0,-604835.3663024269,64649.36597887369,-540186.0003235532
221200.0,-604811.0394915367,64079.55260507294,-540731.4868864637
221300.0,-604955.3885143345,64155.61948037823,-540799.7690339562
221400.0,-605351.2581105728,64025.79746107721,-541325.4606494956
221500.0,-605672.8424633726,64125.89772891032,-541546.9447344623
221600.0,-604593.9339413536,64055.383206453684,-540538.5507348999
221700.0,-605012.6038490529,64337.60593292091,-540674.997916132
221800.0,-605452.4160085307,63899.86492912669,-541552.551079404
221900.0,-605070.0332849119,64373.906761750215,-540696.1265231617
222000.0,-605461.2752296164,64191.92795971737,-541269.3472698991
222100.0,-605371.3780778842,64238.49788475822,-541132.880193126
222200.0,-605443.9748846829,64148.05382034916,-541295.9210643338
222300.0,-605901.6585572016,63855.60362652444,-542046.0549306772
222400.0,-605709.4327333664,64259.75551085387,-541449.6772225125
222500.0,-605764.8133022332,64151.26059147795,-541613.5527107553
222600.0,-605418.1240974399,64689.693134970454,-540728.4309624694
222700.0,-606245.4271364594,64582.75271089858,-541662.6744255607
222800.0,-606377.1072095176,64234.206323249105,-542142.9008862685
222900.0,-605669.0832087218,64083.9212933254,-541585.1619153965
223000.0,-606400.0301544464,63931.92777078931,-542468.102383657
223100.0,-606086.9945816963,64191.17104381443,-541895.823537882
223200.0,-605773.3657052141,64623.489735486415,-541149.8759697276
223300.0,-605942.9306328222,64806.586362049806,-541136.3442707724
223400.0,-606356.9593491926,64338.462185737546,-542018.497163455
223500.0,-605994.9881445537,64160.41832540724,-541834.5698191465
223600.0,-606075.2567477743,64623.61459274296,-541451.6421550313
223700.0,-606041.2250836152,64346.68294536491,-541694.5421382503
223800.0,-605920.3692729488,64057.04443973345,-541863.3248332153
223900.0,-606285.5706038887,64241.85794702744,-542043.7126568613
224000.0,-607073.0568836839,64265.87451456483,-542807.182369119
224100.0,-607173.9992636697,64032.45057705977,-543141.54868661
224200.0,-606244.6787350634,64027.23779229878,-542217.4409427646
224300.0,-606363.1687483238,64247.970392115705,-542115.1983562082
224400.0,-606906.3138682737,64366.70219174968,-542539.611676524
